key,parent_key,text,type,nb_players
,,"Jeu des thèmes et $ gorgées en jeu : ""les chansons de Queen"", %s commence",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les chansons de Francis Cabrel"", %s commence",4,1
,,"Nouveau thème et $ gorgées en jeu : ""les moments les plus emmerdants"", %s commence !",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les séries télévisées"", %s commence",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les émissions de télé"", %s commence",4,1
,,"Rimes en ""até"" et $ gorgées en jeu ! %s commence",4,1
,,"Rimes en ""ute"" et $ gorgées en jeu ! %s commence",4,1
,,"Rimes en ""oin"" et $ gorgées en jeu ! %s commence",4,1
,,"Rimes en ""ache"" et $ gorgées en jeu ! %s commence",4,1
,,"Rimes en ""uche"" et $ gorgées en jeu ! %s commence",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les Schtroumpfs"", %s commence",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les expressions françaises"", %s commence",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les composants d'un ordinateur"", %s commence !",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les personnages armés d'une épée"", %s commence !",4,1
,,"Nouveau thème et $ gorgées en jeu : ""les équipes du Super Rugby"", %s commence !",4,1
,,"Mimez à tour de rôle un geste déplacé, celui ou celle qui reproduit un geste ou qui est à cours d'inspiration boit $ gorgées. %s commence",4,1
,,"Nouveau thème avec $ gorgées en jeu : ""les différentes sortes de pêche"", %s commence !",4,1
,,"Nouveau thème et $ gorgées en jeu : ""les gestes à effectuer en cas de coma éthylique"", %s commence !",4,1
,,"Jeu des thèmes et $ gorgées en jeu : ""les films avec des extra terrestres méchants"", %s commence !",4,1
,,"""Les sports que %s a pratiqués en loisir ou compétition"", la personne qui répète ou ne trouve plus rien boit $ gorgées. %s commence",4,2
,,"""Les applis et sites de rencontre"", le premier joueur qui répète ou qui est à cours d'idées boit $ gorgées, %s commence",4,1
,,"""Ce qui a plus d'une centaine d'années et qui est toujours utilisé"", le joueur qui répète ou ne trouve pas boit $ gorgées, %s commence",4,1
,,"""Les duos comiques"", le joueur qui ne trouve pas ou répète bois $ gorgées. %s commence",4,1
,,"""Les taxes et impôts que le gouvernement nous met dans la gueule"", le premier qui se trompe ou répète boit $ gorgées, %s commence !",4,1
,,"""Les films avec deux personnages principaux"", le joueur qui ne trouve pas ou répète bois $ gorgées. %s commence",4,1
,,"""Les rues du Monopoly"", le joueur qui répète ou ne trouve pas boit $ gorgées ! %s commence",4,1
,,"""Les personnes célèbres connues pour être des dragueurs"", le joueur qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"A tour de rôle, distribuez autant de gorgées que de bijoux que vous portez. Ceux qui n'en ont pas boivent $ gorgées, %s commence",4,1
,,"""Les chansons qu'on a honte de connaître"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les capacités spéciales (CS) des pokémon"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les jeux vidéo de guerre"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les musiques de Lorie"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les musiques de Britney Spears"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les catcheurs de la WWE"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les groupes de Rock Metal"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les comédies musicales"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les célébrités chauves"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les conneries à faire en cours"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les marques de vodka"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les marques de rhum"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les joueurs du PSG"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les catastrophes naturelles"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les sagas au cinéma"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les noms d'épisode de Star Wars"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les musiques de Justin Bieber"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les écrivains célèbres"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les sorciers ayant fait partie de Serpentard"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les sorciers ayant fait partie de Gryffondor"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"""Les émissions de télé-réalité"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"%s, pense à une chose que tu ferais si t'étais riche. A tour de rôle tentez de deviner, le premier qui trouve distribue $ gorgées. %s commence",4,2
,,"""Les ex de tout le monde sauf de soi"", la personne qui répète ou ne trouve pas boit $ gorgées. %s commence",4,1
,,"A tour de rôle, buvez vos années de permis de conduire en gorgées (disons 6 max). %s commence",4,1
,,"A tour de rôle, faites bouger vos oreilles. Celles et ceux qui ne savent pas faire boivent $ gorgées. %s commence",4,1
,,"""Les trucs qui portent malheur"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui portent bonheur"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les méchants dans les films"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les gentils dans les films"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les amis communs de %s et %s"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,3
,,"""Les ennemis communs de %s et %s"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,3
,,"""Les panneaux de signalisation contenant du rouge"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les panneaux de signalisation contenant du bleu"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les monstres des contes"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les seigneurs Sith"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les Jedis (Star Wars)"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les accessoires de beauf"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"A tour de rôle, si vous connaissez la date de votre première baise donnez la, ou buvez $ gorgées. %s commence",4,1
,,"%s, pour combien tu buterais quelqu'un ? Pense au prix sans le dire et à tour de rôle, donnez un prix, la personne qui s'en rapproche le plus distribue $ gorgées",4,1
,,"%s, propose une gorgée de ton verre à chaque joueur. Si les gens sont gentils ils boiront, sinon tu la boiras pour eux",4,1
,,"Chacun votre tour, essayez de deviner l'heure. Le plus proche distribue $ gorgées et les tricheurs prennent 6 gorgées. %s commence",4,1
,,"""Les pays que %s et %s ont tous deux visités"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,3
,,"Chacun à votre tour, citez un type que tout le monde a oublié, qui fait partie de vos connaissances à tous. Le premier à court d'idées boit $ gorgées, %s commence",4,1
,,"""Les endroits où %s a pissé"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,2
,,"""Les aliments que ni %s ni %s n'aiment"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,3
,,"""Les unités de mesure"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les marques de chaussure"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les pays d'Asie"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les pays d'Europe"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les pays d'Afrique"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les plats qu'on trouve dans tous les chinois à volonté"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les dinosaures"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les endroits où on n'a pas le droit de chier"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les couleurs sur les vêtements de %s"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,2
,,"""Les couleurs sur le visage de %s"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,2
,,"""Les gagnants de la nouvelle star"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les métiers qui commencent par G"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les jeux de cartes"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"Les rimes en ""tance"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les mains au poker"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les persos morts dans Game of Thrones"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les grandes cités de Game of Thrones"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Ce que sait faire Franklin la tortue"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les DJs français"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les chansons de Céline Dion"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les souhaits qu'a réalisé le génie dans Aladdin"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
love-complicated,,Désignez tous ensemble la personne la plus compliquée en amour qui recevra $ gorgées !,4,0
,love-complicated,Le déchet sentimental peut se venger sur la personne la moins compliquée en lui donnant $ gorgées,4,0
,love-complicated,"Pour te réconforter, tu peux distribuer $ gorgées",4,0
,love-complicated,Cupidon en a marre de toi ! $ gorgées de plus,4,0
,,"À tour de rôle, dites ""Bonjour"" dans une langue autre que le français. Le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"À tour de rôle, dites ""Merci"" dans une langue autre que le français. Le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"À tour de rôle, dites ""Comment ça va ?"" dans une langue autre que le français. Le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"À tour de rôle, dites ""S'il te plait"" dans une langue autre que le français. Le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"À tour de rôle, dites ""Au revoir"" dans une langue autre que le français. Le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les déchets du corps humain"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les jeux dans une cour de récréation"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses roses"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qui font puer de la gueule"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on peut brosser"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on fait pour se détendre"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on trouve dans une chambre d'enfant"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on peut fumer"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on peut porter autour du cou"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les types de sous-vêtement"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les jeux d'alcool..."", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses avec des boutons"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on peut sucer"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on achète pour la rentrée scolaire"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les bruits faits par le corps"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les noms de supermarché"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les outils d'un mécanicien"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les outils d'un chirurgien"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les outils d'un dentiste"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les enseignes de vendeurs de pizza"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui collent"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les métiers manuels"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les personnes homosexuelles célèbres"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'un policier peut porter"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les médicaments"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les consoles de jeux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les voitures de luxe"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à emmener en vacances"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les noms de coupe de cheveux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les types de couvre-chef"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on emmène au camping"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les outils pour faire le ménage"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les périodes de vacances"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les vêtements à mettre l'été"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on ne fait plus quand on est vieux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les métiers dans le social"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les métiers dans l'éducation"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les jeux vidéo de stratégie"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les festivals"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs avec des poignées"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à prendre quand on a un rhume"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on peut charger"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs pour lesquels on se fait virer de son boulot"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui coûtent moins de 1 euro"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les présidents américains"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les présidents français"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les alternatives pour dire ""Oui"" en français"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs dans une boîte à gants"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les armes à feu"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les restaurants présents dans les centres commerciaux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les alternatives pour dire ""Bonjour"" en français"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les journaux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on fait de manière inconsciente"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on fait en se réveillant le matin"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les tâches ménagères"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les excuses pour sortir de cours"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les conneries à faire quand un pote laisse son portable déverrouillé"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à faire avec le facebook d'un pote"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les dispositifs pour communiquer avant l'invention du téléphone"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on trouve dans un coffre de voiture"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on fait juste avant de dormir"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les youtubeurs"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les villes qui commencent par L"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les endroits où les gens doivent être silencieux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on peut arracher"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on peut percer chez quelqu'un"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on trouve dans une cave"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les ordres qu'on peut donner à un chien"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs vendus à un concert"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à faire quand on s'ennuie"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à faire quand il n'y a personne chez soi"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les façons de tuer une souris"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les phobies courantes"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs présents dans un jardin pendant un anniversaire d'enfant"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui sont gradués"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les endroits où on se sert d'une serviette"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs avec des trous"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui peuvent avoir des vers"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les moments où on se dit ""plus jamais je fais ça"" "", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs que la plupart des gens rêvent de faire"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les métiers ayant un rapport avec les enfants"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les activités pratiquées pour se défendre"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on ouvre souvent dans une journée"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'un homme peut enlever de la valise de sa femme pour faire de la place"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs que les enfants répètent souvent lors d'un déplacement en voiture"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs que l'on peut trouver par terre dans une chambre d'ado"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui font rire %s"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,2
,,"""Les trucs à faire quand on parle au téléphone avec quelqu'un d'ennuyeux"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les façons de dire ""Je dois aller aux toilettes"" "", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les moments chiants à un mariage"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les proverbes"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à faire dans un lit"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui durent moins d'une minute"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les accessoires juste pour les filles"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les façons d'attraper la diarrhée"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les synonymes de ""crotte de nez"" "", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les raisons de se mettre une bonne cartouche"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les raisons de fumer"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs pour passer le temps pendant la grosse commission"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les façons de faire taire un bébé qui pleure"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs que Donald Trump n'aime pas trop"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les façons (crues) de dire ""tu ne me plais pas"" "", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les matières du collège qui ne te serviront jamais"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on peut trouver dans une bouche d'enfant"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les titres de film contenant le mot LE"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les actrices avec un gros cul"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films dont les effets spéciaux sont à chier"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films qui mettent en scène des handicapés"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films qui mettent en scène la fin du monde"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films américains où des étudiants se bourrent la gueule et où les meufs sont maxi bonnes"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films avec un aveugle"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films un débile mental"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films où le personnage principal est une daube, il se motive et on voit un montage de 3 minutes qui le fait passer de grosse merde à mec trop fort"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films où un des héros américains marche sereinement vers la caméra pendant qu'un truc explose en arrière plan"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'a déjà fait apparaître Green Lantern"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les X-men gentils"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films qui finissent mal"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films d'horreur mais qui font pas peur"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films où la scène finale est un combat entre le gentil et le méchant"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les différentes morts dans la saga Destination Finale"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films qui mettent en scène un ou plusieurs alcooliques"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les films d'horreur où le méchant tue avec une arme blanche"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les excuses pour ne pas faire l'amour avec son conjoint"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les rousses célèbres qui sont canons"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qui pourrissent dans un frigo"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les aliments bons quand on a la gastro"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les choses qu'on prend pour faire un pique-nique"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les saveurs de chips"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on mange à l'apéro"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on fait cuire sur un barbecue"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les alcools qui se diluent avec un soda"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les émissions de cuisine"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les softs qui se mélangent avec de l'alcool"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les ingrédients pour faire un mojito"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les bonbons Kinder"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs à bouffer vendus à la volée sur la plage"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les trucs qu'on peut faire avec un gros saucisson"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les endroits où ranger un gros concombre"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les aliments qui nous font puer de la gueule"", le joueur qui répète ou ne trouve pas prend $ gorgées. %s commence",4,1
,,"""Les jours fériés"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Ce qui est noir et jaune"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Ce qui est rouge et vert"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Ce qui dégouline"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Ce qui sent mauvais mais qui fait du bien"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Les companies aériennes"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Les villes françaises avec un aéroport"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Les personnages de Naruto"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
,,"""Les personnages de Futurama"", le joueur qui répète ou n'a plus d'idée boit $ gorgées ! %s commence",4,1
