key,parent_key,text,type,nb_players
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Violet"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Rouge"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Enfant"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Amour"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Dur"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Tintin"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Super héros"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Whisky"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Zut"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Fesse"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Coup"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Singe"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Cuisine"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Rue"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Clair"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sortir"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Alcool"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Table"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Trou"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Beau"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Dessert"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Shampoing"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sport"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Bijou"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ménage"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Plante"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""École"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Poubelle"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Nez"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Président"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Dieu"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Arc"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Superman"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Fruit"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Légume"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Voiture"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Météo"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Bâtiment"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Chasse"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Poisson"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Dinosaure"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Pêche"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Lumière"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Coquin"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Cochon"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ministre"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Tramway"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Paris"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Asie"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Afrique"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Europe"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Océan"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Mer"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Maladie"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Injection"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""MST"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Vêtement"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Coupe de cheveux"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Instrument"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ringard"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sexy"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sexe"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""trou du ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Suce ma ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Suce mon ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""N*que ta ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ramasse tes ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Va chercher ton ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Il fait ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ça me ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je m'en ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est très ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ça fait ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Comme elle est ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je vais le ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est une sacrée ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Va dans ton ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je vais à la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je vais aux ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Va dans ta ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Oublie tes ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Oublie pas ton ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Oublie pas ta ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""J'aime quand ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""J'aime la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est à quel ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Prends ton ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Prends ta ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""T'es trop ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je mangerais bien ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je mangerais bien une ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est quoi ce ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Je m'en vais à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Tu veux me ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""J'adore les ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Prends le par le ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Va à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Change pas de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est la fin ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""J'ai envie de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Il pue ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Arrête de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Arrête la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Change de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""La boule à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Gagner ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""C'est la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""J'ai mal à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Couper la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Acheter un ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Vendre un ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Acheter une ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Vendre une ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Prendre sa ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Fais moi ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Retourne chez ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Mariage"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Couple"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Célibat"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Schtroumpf"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Arrête de te ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Bébé"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Chéri"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Coucher le ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Stylo"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Partie de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Piste de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Hiver"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Été"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Automne"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Printemps"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Presse les ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Secoue ton ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Drogue"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Homer Simpson"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Partir en ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sortir les ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Couleur"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Legolas"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Cougar"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Guerre des ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Lady Gaga"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Se faire une ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Choucroute"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Femme"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Un billet de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sacrée pair de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Finir sur son ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Pan! Dans sa ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Concours de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Mort aux ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Il a encore ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Sauce"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Le caca c'est ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Salade de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Rien à foutre des ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Puberté"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Coucher"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Traverser la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Four à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Garage à ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Tempête de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Exam de ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Diplômé en ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ouvrir sa ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Ouvrir son ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Tout connaître sur ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
